Division,reconomy_company,company_name,greater_than_3yrs,customer_signup_year,customer_duration,customer_signup_date,recycle,compliance,reuse,WEEE,batteries,packaging,international_compliance,aggregate_supply,analysis,material_trading,waste_collection,clearance,equipment/rental
Recycle,Reconomy,Advanced Groundwork Supplies Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Advantage Rock Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Adventure Forest Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Aecom Infrastructure  Environmental UK,,,,3/9/2013,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Aecom Ltd,,,,6/8/2012,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Aga Group Enviro-Fix Limited,,,,9/1/2020,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Agetur (U.K.) Limited,,,,23-01-2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Ainsworth Civils & Engineering,,,,24-04-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Air Link Systems Ltd,,,,14-09-2021,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Ala Care Ltd,,,,21-03-2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Alatoni Ltd,,,,19-06-2015,,0,,,,,,0,0,1,1,,
Recycle,Reconomy,Alben Landscapes Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Albion Workplace Solutions,,,,23-02-2021,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Alfred Bagnall & Son (Leeds) L,,,,23-03-2021,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Alfred Bagnall & Son (North) Ltd,,,,19-06-2015,,0,,,,,,0,1,0,1,,
Recycle,Reconomy,Alfred Bagnall & Sons (East Midlands) L,,,,19-06-2015,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Allen Autos LLP,,,,19-06-2015,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Allhands Limited T/A Harrold J,,,,3/1/2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Alliance Contracting Solutions Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Alliance Flood Solutions Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Allied Exploration And Geotechnics Limit,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Allington Health Care,,,,7/6/2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Alloga UK,,,,19-06-2015,,0,,,,,,0,0,1,1,,
Recycle,Reconomy,Allstone S G A Trading Co,,,,1/5/2014,,0,,,,,,0,1,0,1,,
Recycle,Reconomy,Allwood Recycling Solutions Ltd,,,,21-03-2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Alpha Set,,,,21-03-2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Alphafence Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Alpheus Environmental Ltd,,,,30-05-2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Alpine Plumbers Ltd,,,,14-11-2019,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Alstom Transport UK Limited,,,,7/5/2008,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Alternative Tying Systems Limited,,,,21-03-2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Altus Group (UK) Limited,,,,15-01-2020,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Alun Griffiths (Contractors) Limited,,,,21-04-2017,,0,,,,,,0,1,0,1,,
Recycle,Reconomy,Amalgamated Lifts Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Ambre Designs Limited,,,,25-05-2022,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Amec Foster Wheeler Group Limited,,,,9/10/1998,,0,,,,,,1,0,0,1,,
Recycle,Reconomy,Amey Black and Veatch JV.,,,,27-01-2015,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Amey Community Limited,,,,14-05-2012,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Amey Defence Services Limited,,,,25-07-2013,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Amey Defence Services Limited South West,,,,18-01-2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Amey Defence Services Ltd Eastern,,,,27-03-2015,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Amey Defence Services Ltd Scotland & N.I,,,,27-03-2015,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Amey Defence Services Ltd South East,,,,1/4/2016,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Amey Defence Services USVF,,,,18-12-2019,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Amey Highways,,,,9/4/2014,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Amey Kent Council TFM Contract,,,,14-12-2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Amey LG Limited,,,,28-06-2013,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Amey Power Services Ltd,,,,27-07-2015,,0,,,,,,1,1,0,1,,
Recycle,Reconomy,Amey Rail Great Western Elec,,,,31-03-2014,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Amey Rail Limited,,,,15-10-2003,,0,,,,,,1,1,0,1,,
Recycle,Reconomy,Amey Sersa,,,,1/12/2014,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Amey Transpire Alliance,,,,25-09-2019,,0,,,,,,0,1,0,1,,
Recycle,Reconomy,Amey United Utilities,,,,17-05-2006,,0,,,,,,1,1,0,1,,
Recycle,Reconomy,Amey Utility Services,,,,4/8/2016,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Amey Utility Services Ltd,,,,1/7/2021,,0,,,,,,1,0,0,1,,
Recycle,Reconomy,AmeyCespa (MK),,,,7/7/2020,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Amgueddfa Cymru (National Museum of Wale,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Amphion Construction Ltd.,,,,22-03-2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Analytic Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Anchor Trust,,,,27-12-2007,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Ancorite Surface Protection Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Andersen Caledonia Ltd,,,,21-03-2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Anderton & Kitchen (Civil Engineers) Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Andover Masonic Hall,,,,28-09-2021,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Anglian Windows Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Ann Summers UK Ltd,,,,23-07-2019,,0,,,,,,1,0,1,1,,
Recycle,Reconomy,Antac Support Services Ltd,,,,23-06-2022,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Anvil Foundations Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Apex Fashions Ltd,,,,13-04-2022,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Apic UK Limited,,,,7/1/2013,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Apleona - Ferrero,,,,13-04-2022,,0,,,,,,1,0,0,1,,
Recycle,Reconomy,Apleona - Hull Hospital,,,,31-03-2022,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Apleona - Touchwood Rechargeables,,,,8/9/2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Apleona - Touchwood Shopping,,,,24-05-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Apleona - ZF Automotive,,,,27-04-2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Apleona FM-Colworth S,,,,6/4/2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Apleona HSG - Port of London A,,,,20-06-2019,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Apleona HSG Facility Management,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Apleona UK Limited,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Apleona UK Limited,,,,28-09-2021,,0,,,,,,0,0,1,1,,
Recycle,Reconomy,Apleona UK Ltd - ABB,,,,1/6/2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Apollo Interiors Ltd,,,,5/5/2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Apple Retail UK Limited,,,,30-07-2019,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Appleton Woods Ltd,,,,21-03-2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Applewood Construction Limited,,,,23-07-2019,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Aquaid Franchising Ltd,,,,21-03-2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Aquaspeed Drain Services LLP,,,,28-07-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Aquinna Homes Ltd,,,,21-03-2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Arabesque Kitchens,,,,18-06-2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Aran Fire Protection Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Arc Group London Limited,,,,18-10-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Arc Major Projects Limited,,,,6/3/2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Arc Waterproofing Ltd,,,,7/8/2019,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Architectural Decorators Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Arcus Consulting LLP,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Argentis Financial Planning,,,,6/1/2021,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Argonaut Heating Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Argyle North West Construction Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Argyll London,,,,25-09-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Arm Pipetek Ltd,,,,4/3/2020,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Armata Home Ltd,,,,4/4/2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Around the Clock Locks Limited,,,,11/10/2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Arriva Hotel,,,,19-06-2015,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Arrow Services (Midlands),,,,9/5/2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Arshiya Limited T/A Select Con,,,,23-03-2021,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Arthur J Gallagher Services (UK) Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Artificial Grass For Less,,,,22-07-2019,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Artisan Roast Limited,,,,8/3/2021,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Arun Landscapes,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Asbestos Services Partnership Ltd,,,,19-11-2007,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Asbestos Waste Solutions Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Ascot Services UK Limited,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Ash & Lacy Building Systems Limited,,,,21-03-2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Ashby Facilities Ltd,,,,17-03-2021,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Ashe Construction Ltd,,,,28-03-2007,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Aspect Construction Ltd,,,,19-07-2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Aspen Concepts Limited,,,,25-02-2022,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Aspen Restoration Limited,,,,20-01-2022,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Aspire 2 Construction,,,,16-12-2020,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Assa Abloy Entrance Systems,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Assured Healthcare Solutions Ltd,,,,26-02-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Atalian Servest AMK Limited,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Atg Airports Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Atkins Limited,,,,10/10/2005,,0,,,,,,1,1,0,1,,
Recycle,Reconomy,Atkins Ltd - Feltham Project,,,,9/11/2021,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Atkins Ltd - Southern LX Project,,,,21-07-2022,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Atkins Ltd - Wessex Outer LX Project,,,,9/11/2021,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Audience Systems Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Auger Contracts Ltd,,,,5/8/2003,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Auger Site Investigations,,,,24-04-2019,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Aura Custom Solutions Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Aura Heritage Ltd,,,,29-01-2020,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Austin Morris Ltd,,,,19-06-2015,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Autism Care UK (4) Ltd,,,,21-03-2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Automax Banbury,,,,19-06-2015,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Ava Recreation Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Avant Homes (England) Ltd - Midlands Div,,,,13-12-2013,,0,,,,,,0,1,0,1,,
Recycle,Reconomy,Avant Homes (Scotland) Ltd,,,,12/7/2007,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Avant Homes England - Central Division,,,,12/7/2007,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Avant Homes England Ltd - North East Div,,,,12/7/2007,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Avant Homes England Ltd Yorkshire Div,,,,12/7/2007,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Avanta UK Ltd,,,,19-06-2015,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Avanti Environmental Group Ltd t/a Chest,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Avanti Fitted Kitchens Ltd,,,,10/6/2022,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Avanti Tapes Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Avondale Construction Limited,,,,18-02-2021,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Avonline Networks Services Ltd,,,,12/11/2019,,0,,,,,,1,0,0,1,,
Recycle,Reconomy,Avonside Roofing Limited,,,,28-02-2012,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Avtek (Scotland) Ltd,,,,10/7/2019,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Axal Services Ltd,,,,26-02-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Axil Integrated Services Limited,,,,23-03-2018,,0,,,,,,0,1,0,1,,
Recycle,Reconomy,Axiom Group Ltd,,,,19-06-2015,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Axione Limited,,,,9/2/2022,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Axle Weight Technology Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Ayrshire Builders.com T/A Lowdermilk Con,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Aztec Screeding Ltd,,,,5/4/2016,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,B & K Building Services Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,B I Johnson Contractors Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,B Jeffrey Construction Limited,,,,9/7/2015,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,B Team Ltd,,,,24-07-2019,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,B&K Systems Limited,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,B&M Secure Shredding,,,,21-03-2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,B&R BARS Ltd,,,,19-03-2021,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,B.R. Hodgson Limited,,,,12/4/2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,B.T. O'Sullivan Construction Solutions,,,,30-09-2020,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BAM Construction Limited,,,,27-12-2007,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BAM Construction Ltd  - North West,,,,27-12-2007,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BAM Construction Ltd - London,,,,17-03-2008,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BAM Construction Ltd - Midlands,,,,7/9/2000,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BAM Construction Ltd - North East,,,,8/12/2021,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BAM Construction Ltd - Stoke Gifford,,,,17-03-2008,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BAM Morgan JV M62,,,,21-12-2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BB Mott McDonald North Area 10 MNM,,,,11/9/2012,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BB Rail Projects Ltd Track Partnership,,,,25-10-2011,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BB Utility Solutions Ltd - Midlands,,,,1/2/2010,,0,,,,,,1,0,0,1,,
Recycle,Reconomy,BB Utility Solutions Ltd - NW (E & A),,,,1/2/2010,,0,,,,,,1,0,0,1,,
Recycle,Reconomy,BB Utility Solutions NW (U Only),,,,4/3/2010,,0,,,,,,1,0,0,1,,
Recycle,Reconomy,BBMV Joint Venture,,,,17-01-2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BC (Roofing Contractors) Ltd,,,,26-02-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BCL Management Ltd,,,,17-06-2020,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BCM Construction Ltd,,,,6/8/2009,,0,,,,,,1,1,0,1,,
Recycle,Reconomy,BDB Design Build Limited,,,,10/5/2022,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BDW Cambridgeshire,,,,23-02-2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BDW South West,,,,29-07-2004,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BDW Trading Limited,,,,8/8/2021,,0,,,,,,0,1,0,1,,
Recycle,Reconomy,BEP Project,,,,25-08-2015,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BERECO RETAIL LTD,,,,19-01-2022,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BH Basements Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BHI Parkside,,,,21-03-2018,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BJF Connections Ltd,,,,14-03-2022,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BMB Joint Venture,,,,14-04-2016,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BMR Construction,,,,27-06-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BOB Nominees Ltd & WGTC Nominees Ltd,,,,23-07-2019,,0,,,,,,0,0,1,1,,
Recycle,Reconomy,BR Hodgson Framing Ltd,,,,11/2/2022,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BRC Indust. Roofing Specialists Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BRICKSTONE CONSTRUCTION LIMITE,,,,4/3/2021,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BSP Electrics Ltd,,,,19-06-2015,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,BWB Consulting Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Babcock Networks Ltd,,,,2/9/2002,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Bachy Soletanche Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Bagnall & Morris Waste Services,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Baker & Joiner Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Baker Hughes Energy Technology Ltd,,,,2/6/2020,,0,,,,,,1,1,0,1,,
Recycle,Reconomy,Baker Hughes Ltd,,,,2/6/2020,,0,,,,,,1,0,0,1,,
Recycle,Reconomy,Bakers Waste Services Limited,,,,23-06-2011,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Balfour Beatty Construction Services UK,,,,13-03-2009,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Balfour Beatty Construction Services UK,,,,19-03-2002,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Balfour Beatty Construction Services UK,,,,22-07-1995,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Balfour Beatty EF Property,,,,6/1/2017,,0,,,,,,0,1,0,1,,
Recycle,Reconomy,Balfour Beatty Electricity Alliance,,,,1/9/2011,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Balfour Beatty Ground Eng Ltd MLS,,,,22-08-2012,,0,,,,,,0,1,0,1,,
Recycle,Reconomy,Balfour Beatty Investments Ltd RNM,,,,15-08-2013,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Balfour Beatty Living Places,,,,23-02-2016,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Balfour Beatty Living Places Ltd,,,,3/8/2012,,0,,,,,,1,1,0,1,,
Recycle,Reconomy,Balfour Beatty North East USL,,,,4/3/2010,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Balfour Beatty Plant and Fleet Services,,,,15-07-2011,,0,,,,,,0,1,0,1,,
Recycle,Reconomy,Balfour Beatty Power T&D,,,,17-02-2016,,0,,,,,,1,1,0,1,,
Recycle,Reconomy,Balfour Beatty Rail Limited,,,,30-04-2013,,0,,,,,,0,1,0,1,,
Recycle,Reconomy,Balfour Beatty Rail Projects Limited,,,,17-03-2008,,0,,,,,,1,1,0,1,,
Recycle,Reconomy,Balfour Beatty Rail Projects Ltd - CRSA,,,,23-05-2007,,0,,,,,,0,1,0,1,,
Recycle,Reconomy,Balfour Beatty Scotland Transerv Joint V,,,,29-11-2011,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Balfour Beatty USL Cumbria,,,,19-03-2010,,0,,,,,,1,0,0,1,,
Recycle,Reconomy,Balfour Beatty Utility Solutions,,,,11/10/2019,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Balfour Beatty Utility Solutions,,,,17-01-2017,,0,,,,,,1,1,0,1,,
Recycle,Reconomy,Balfour Beatty Utility Solutions Limited,,,,5/3/2012,,0,,,,,,1,1,0,1,,
Recycle,Reconomy,Balfour Beatty Utility Solutions Ltd,,,,1/2/2010,,0,,,,,,1,0,0,1,,
Recycle,Reconomy,Balfour Beatty Vinci JV,,,,18-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Balfour Beatty Vinci JV- HS2,,,,6/5/2020,,0,,,,,,0,1,0,1,,
Recycle,Reconomy,Balfour Engineering North ENM,,,,6/1/2014,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Balfour Major Projects London MLS,,,,6/1/2014,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Balfour Major Projects S/West MSW,,,,6/1/2014,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Balfour Regional Civils London RLS,,,,6/1/2014,,0,,,,,,0,1,0,1,,
Recycle,Reconomy,Balfour Regional Civils North RNM,,,,12/1/2012,,0,,,,,,1,1,1,1,,
Recycle,Reconomy,Balfour Regional Civils Scotland RSC,,,,11/10/2011,,0,,,,,,0,1,0,1,,
Recycle,Reconomy,Balfour Subcontract Account,,,,28-01-2021,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Bam Morgan JV,,,,19-09-2013,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Bam Morgan Volker JV,,,,6/3/2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Bam Nuttall Limited,,,,3/4/1998,,0,,,,,,1,0,0,1,,
Recycle,Reconomy,Bango -Novus Property Solutions Limited,,,,19-06-2015,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Barhale Construction Plc,,,,1/11/1995,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Barleycroft Ltd,,,,27-01-2017,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Barnes Webster & Sons Ltd,,,,2/12/2021,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Barnes' Dry Lining Limited,,,,2/9/2011,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Barnsley Gym Club Limited,,,,16-09-2009,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Barratt DWH East Scotland,,,,19-12-2000,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Barratt DWH Homes Ltd - South Wales,,,,19-10-1999,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Barratt DWH North East,,,,19-12-2000,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Barratt DWH North Midlands Ltd,,,,29-07-2004,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Barratt DWH West Scotland,,,,19-12-2000,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Barratt David Wilson West Yorkshire Ltd,,,,19-12-2000,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Barratt Homes Ltd -  London Brentford,,,,20-12-2000,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Barratt Homes Ltd - Bristol,,,,3/4/1998,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Barratt Homes Ltd - DWH Southampton,,,,20-12-2000,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Barratt Homes Ltd - DWH Yorkshire East,,,,21-08-2008,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Barratt Homes Ltd - Exeter,,,,3/3/2000,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Barratt Homes Ltd - London Stratford,,,,20-12-2000,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Barratt Homes Ltd - Manchester,,,,19-02-1999,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Barratt Homes Ltd - North London,,,,20-12-2000,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Barratt Homes Ltd - North Scotland,,,,19-12-2000,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Barratt Homes Ltd - Northampton,,,,20-12-2000,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Barratt Homes Ltd - West Midlands,,,,30-01-1999,,0,,,,,,0,0,0,1,,
Recycle,Reconomy,Barratt Homes North Scotland C,,,,4/11/2020,,0,,,,,,0,0,0,1,,
